Time,Mean,95% CI min,95% CI max
71.750000,3427.000000,3427.000000,3427.000000
72.750000,3670.500000,3670.500000,3670.500000
73.750000,3920.500000,3920.500000,3920.500000
74.750000,4158.000000,4158.000000,4158.000000
75.750000,4430.500000,4430.500000,4430.500000
76.750000,4686.500000,4686.500000,4686.500000
77.750000,4935.000000,4935.000000,4935.000000
78.750000,5173.500000,5173.500000,5173.500000
79.750000,5392.500000,5392.500000,5392.500000
80.750000,5620.500000,5620.500000,5620.500000
81.750000,5824.500000,5824.500000,5824.500000
82.750000,6004.000000,6004.000000,6004.000000
83.750000,6188.500000,6188.500000,6188.500000
84.750000,6357.000000,6357.000000,6357.000000
85.750000,6525.000000,6525.000000,6525.000000
86.750000,6666.500000,6666.500000,6666.500000
87.750000,6799.000000,6799.000000,6799.000000
88.750000,6928.500000,6928.500000,6928.500000
89.750000,7053.000000,7053.000000,7053.000000
90.750000,7161.000000,7161.000000,7161.000000
91.750000,7253.500000,7253.500000,7253.500000
92.750000,7350.000000,7350.000000,7350.000000
93.750000,7424.500000,7424.500000,7424.500000
94.750000,7497.500000,7497.500000,7497.500000
95.750000,7565.000000,7565.000000,7565.000000
96.750000,7627.500000,7627.500000,7627.500000
97.750000,7686.500000,7686.500000,7686.500000
98.750000,7740.500000,7740.500000,7740.500000
99.750000,7790.000000,7790.000000,7790.000000
100.750000,7829.000000,7829.000000,7829.000000
101.750000,7870.500000,7870.500000,7870.500000
102.750000,7910.000000,7910.000000,7910.000000
103.750000,7941.000000,7941.000000,7941.000000
104.750000,7971.000000,7971.000000,7971.000000
105.750000,7994.500000,7994.500000,7994.500000
106.750000,8022.000000,8022.000000,8022.000000
107.750000,8043.000000,8043.000000,8043.000000
108.750000,8061.000000,8061.000000,8061.000000
109.750000,8082.000000,8082.000000,8082.000000
110.750000,8099.000000,8099.000000,8099.000000
111.750000,8109.500000,8109.500000,8109.500000
112.750000,8122.500000,8122.500000,8122.500000
113.750000,8130.500000,8130.500000,8130.500000
114.750000,8139.000000,8139.000000,8139.000000
115.750000,8149.000000,8149.000000,8149.000000
116.750000,8159.000000,8159.000000,8159.000000
117.750000,8164.000000,8164.000000,8164.000000
118.750000,8167.500000,8167.500000,8167.500000
119.750000,8175.000000,8175.000000,8175.000000
120.750000,8181.000000,8181.000000,8181.000000
121.750000,8183.500000,8183.500000,8183.500000
122.750000,8186.500000,8186.500000,8186.500000
123.750000,8189.000000,8189.000000,8189.000000
124.750000,8192.500000,8192.500000,8192.500000
125.750000,8194.000000,8194.000000,8194.000000
126.750000,8195.000000,8195.000000,8195.000000
127.750000,8197.000000,8197.000000,8197.000000
128.750000,8198.000000,8198.000000,8198.000000
129.750000,8200.000000,8200.000000,8200.000000
130.750000,8202.500000,8202.500000,8202.500000
131.750000,8204.000000,8204.000000,8204.000000
132.750000,8204.000000,8204.000000,8204.000000
133.750000,8207.500000,8207.500000,8207.500000
134.750000,8211.000000,8211.000000,8211.000000
135.750000,8212.500000,8212.500000,8212.500000
136.750000,8213.500000,8213.500000,8213.500000
137.750000,8214.000000,8214.000000,8214.000000
138.750000,8216.500000,8216.500000,8216.500000
