area	easting	northing	area	SIMDQuintile	region	density	age0-14	age15-44	age45-64	age65+	male	female
"S02001553"	363307.725888325	677203.21319797	20848.423	3.85714285714286	"S08000024"	0.23632482898107	855	1493	1671	908	48.2443677694337	51.7556322305663
"S02001554"	367024.922077922	678453.844155844	611.34	2.8	"S08000024"	6.87342558968823	823	1421	1180	778	47.5487862922418	52.4512137077582
"S02001555"	368079.62745098	678570.895424837	154.805	3.66666666666667	"S08000024"	29.9796518200317	967	1683	1247	744	48.1792717086835	51.8207282913165
"S02001556"	246644.851851852	656625.341563786	4410.63	3.375	"S08000031"	1.45217349902395	1129	2205	2103	968	48.5870413739266	51.4129586260734
"S02001557"	249683.208333333	659783.145833333	113.745	4.16666666666667	"S08000031"	31.8959075124181	505	1257	1165	701	48.48401323043	51.51598676957
"S02001558"	250275.438247012	659207.940239044	340.432	1.88888888888889	"S08000031"	17.8038492268647	1035	2506	1648	872	46.7744596601221	53.2255403398779
"S02001559"	249732.245454545	658319.518181818	281.858	3.2	"S08000031"	13.8722335360359	601	1340	1162	807	46.8542199488491	53.1457800511509
"S02001560"	250829.688073395	658249.862385321	77.5	1.6	"S08000031"	52.5806451612903	872	1647	1034	522	47.6073619631902	52.3926380368098
"S02001561"	253538.346153846	656852.093406594	1095.565	4.42857142857143	"S08000031"	5.26760164846449	1048	1943	1672	1108	47.1322127880783	52.8677872119217
"S02001562"	253448.316205534	655834.814229249	138.093	4	"S08000031"	45.5417725735555	1475	2428	1725	661	47.5592304022897	52.4407695977103
"S02001563"	254893.658119658	656461.41025641	149.178	5	"S08000031"	24.6618134041213	664	1082	1167	766	48.5458004892634	51.4541995107366
"S02001564"	253571.557692308	654938.528846154	3453.671	4.875	"S08000031"	1.75986653042516	1120	1770	1744	1444	47.1536689700559	52.8463310299441
"S02001565"	257112.238709677	652461.890322581	5773.126	3.85714285714286	"S08000031"	0.804070446409796	839	1507	1399	897	47.5441619991383	52.4558380008617
"S02001566"	255756.642857143	655930.642857143	423.354	5	"S08000031"	7.43349537266685	576	1095	941	535	47.3149030823006	52.6850969176994
"S02001567"	257939.705882353	656408.970588235	210.159	3.6	"S08000031"	16.8491475501882	608	1249	998	686	46.0886755153911	53.9113244846089
"S02001568"	257174.169811321	657190.426415094	125.213	5	"S08000031"	49.5076389831727	1257	2124	1819	999	49.0724310372641	50.9275689627359
"S02001569"	256571.828282828	657623.595959596	67.349	5	"S08000031"	43.8462337970868	610	998	876	469	50.186251269895	49.813748730105
"S02001570"	257786.696969697	657931.53030303	107.513	4.8	"S08000031"	34.5911657194944	699	1345	1138	537	48.3732186071525	51.6267813928475
"S02001571"	257710.441666667	658989.758333333	115.315	4.83333333333333	"S08000031"	40.4804231886572	900	1361	1330	1077	47.2793487574979	52.7206512425021
"S02001572"	256728.081967213	659349.868852459	149.335	5	"S08000031"	32.6246358857602	801	1481	1517	1073	46.8185550082102	53.1814449917898
"S02001573"	256005.953271028	658241.046728972	107.598	5	"S08000031"	31.9894421829402	630	1029	1021	762	48.1115630447414	51.8884369552586
"S02001574"	255930.024911032	659609.209964413	99.236	3.8	"S08000031"	36.7608529162804	618	1160	995	875	45.8333333333333	54.1666666666667
"S02001575"	255219.74	658985.046666667	140.316	3.83333333333333	"S08000031"	29.0986060035919	703	1586	1191	603	48.7631643399461	51.2368356600539
"S02001576"	315980.711442786	666286.84079602	4804.523	4.5	"S08000024"	1.21073413531374	1084	1756	1843	1134	48.8739900292247	51.1260099707753
"S02001577"	317447.54368932	668130	810.39	4	"S08000024"	5.88111896741075	512	2621	1011	622	53.5879143936215	46.4120856063785
"S02001578"	318524.416666667	668110.941666667	215.936	4.75	"S08000024"	14.1986514522822	468	893	928	777	49.2498369210698	50.7501630789302
"S02001579"	319675.102040816	669014.224489796	117.416	4.8	"S08000024"	33.9050895959665	585	1247	1362	787	47.7518211504647	52.2481788495353
"S02001580"	321132.803921569	668490.490196079	1973.147	5	"S08000024"	2.18432787825742	801	1309	1410	790	48.8399071925754	51.1600928074246
"S02001581"	321850.6796875	669296.9921875	302.18	4.8	"S08000024"	15.7985306770799	800	2031	1131	812	57.0590699622958	42.9409300377042
"S02001582"	320195.80952381	669555.888888889	38.713	1.6	"S08000024"	84.5194120837961	859	1621	613	179	48.1356968215159	51.8643031784841
"S02001583"	319318.640776699	670249.495145631	72.829	1.4	"S08000024"	61.9945351439674	906	2071	1044	494	50.2768549280177	49.7231450719823
"S02001584"	320243.195402299	670248.425287356	75.62	1	"S08000024"	48.9949748743719	724	1749	936	296	51.7678812415655	48.2321187584346
"S02001585"	320073.088888889	670687.466666667	41.828	3.25	"S08000024"	74.2564789136464	542	1293	788	483	47.4565357372827	52.5434642627173
"S02001586"	319935.025157233	671162.610062893	127.659	1.8	"S08000024"	27.7771249970625	743	1587	791	425	49.1257755217146	50.8742244782854
"S02001587"	321315.726744186	671761.093023256	109.421	1.75	"S08000024"	52.9971394887636	832	2575	1295	1097	46.6804621486463	53.3195378513537
"S02001588"	321270.625	670853.133928572	89.744	2.8	"S08000024"	50.8891959351043	658	2039	1116	754	55.7477556382746	44.2522443617254
"S02001589"	322544.618122977	671644.89644013	90.29	3.5	"S08000024"	53.505371580463	495	2489	1098	749	48.2715793831505	51.7284206168495
"S02001590"	322665.6	672219.158333333	65.903	2.8	"S08000024"	65.7329711849233	379	2976	640	337	50.9233610341644	49.0766389658356
"S02001591"	323395.217821782	672556.445544555	42.3	3.2	"S08000024"	83.9007092198582	224	2645	550	130	53.7897999436461	46.2102000563539
"S02001592"	323329.129032258	671897.225806452	53.541	5	"S08000024"	94.8618815487197	573	2999	990	517	47.5487300649734	52.4512699350266
"S02001593"	322577.462025316	670565.537974684	193.789	5	"S08000024"	25.032380578877	804	1567	1470	1010	47.247990105133	52.752009894867
"S02001594"	323979.885245902	670700.37704918	99.248	4.6	"S08000024"	43.6683862647106	631	1955	1082	666	47.0235348407937	52.9764651592063
"S02001595"	324074.649253731	669934.641791045	136.327	5	"S08000024"	31.6665077350782	833	1296	1426	762	48.3900857076674	51.6099142923326
"S02001596"	323221.193877551	669272.020408163	75.384	2.8	"S08000024"	52.4381831688422	704	1619	977	653	45.9650898052112	54.0349101947888
"S02001597"	323555.484375	668888.171875	39.957	2	"S08000024"	66.9970217984333	429	1047	705	496	45.536047814718	54.463952185282
"S02001598"	324082.705882353	668606.447058824	144.923	4.75	"S08000024"	38.1167930556226	934	1733	1739	1118	48.1173062997828	51.8826937002172
"S02001599"	324994.072	668493.92	168.929	5	"S08000024"	29.2904119482149	1026	1558	1672	692	50.0202101859337	49.9797898140663
"S02001600"	328509.168316832	667986.445544555	674.978	4	"S08000024"	4.15717253006765	481	1220	806	299	48.039914468995	51.960085531005
"S02001601"	326972.459016393	668419.049180328	99.413	4.33333333333333	"S08000024"	26.787241105288	351	902	912	498	47.9158843409688	52.0841156590312
"S02001602"	327712.276923077	668278.194871795	110.805	1.5	"S08000024"	47.3173593249402	1169	2098	1217	759	46.5573145145909	53.4426854854091
"S02001603"	328724.085470086	668519.769230769	67.475	1.8	"S08000024"	53.1307891811782	771	1395	854	565	46.4714086471409	53.5285913528591
"S02001604"	329333.932330827	669284.92481203	85.679	1.8	"S08000024"	48.2148484459436	813	1625	1066	627	47.4461389494069	52.5538610505931
"S02001605"	328831.964705882	669584.282352941	46.117	1.75	"S08000024"	67.9792701173103	583	1259	808	485	49.5374800637959	50.4625199362042
"S02001606"	328154.476190476	669316.031746032	82.771	5	"S08000024"	39.7482209952761	561	1201	1047	481	48.5106382978723	51.4893617021277
"S02001607"	327198.015873016	669509.396825397	413.737	4.25	"S08000024"	7.30415698861837	401	772	966	883	45.6651224354732	54.3348775645268
"S02001608"	327825.496062992	670198.637795276	85.452	2	"S08000024"	56.9208444506858	795	1975	1243	851	48.0057565789474	51.9942434210526
"S02001609"	326690.063348416	671010.262443439	227.473	4.75	"S08000024"	27.4757883353189	998	2476	1610	1166	48.144	51.856
"S02001610"	327765.114068441	671349.307984791	110.413	3.25	"S08000024"	31.7082227636239	407	1575	819	700	48.0719794344473	51.9280205655527
"S02001611"	326824.185483871	672240.379032258	70.763	4.6	"S08000024"	82.2039766544663	436	4216	759	406	47.498710675606	52.501289324394
"S02001612"	325793.417763158	671778.736842105	103.861	5	"S08000024"	54.1011544275522	795	2307	1387	1130	47.1436198611853	52.8563801388147
"S02001613"	325874.432432432	672310.225225225	37.177	5	"S08000024"	141.53912365172	406	3798	687	371	47.2443937666287	52.7556062333714
"S02001614"	325239.204819277	672192.265060241	30.717	5	"S08000024"	166.194615359573	411	3743	652	299	46.7972575905975	53.2027424094026
"S02001615"	324677.53125	671187.627840909	126.884	5	"S08000024"	44.1899687903912	813	2387	1363	1044	48.1719279472089	51.8280720527912
"S02001616"	324341.452513967	671748.910614525	126.911	4.66666666666667	"S08000024"	39.6104356596355	604	2349	1193	881	47.3443405609708	52.6556594390292
"S02001617"	324494.958677686	672360.363636364	37.947	5	"S08000024"	152.344058818879	547	3782	960	492	48.503719079744	51.496280920256
"S02001618"	323777.135416667	672320.875	22.571	4.5	"S08000024"	196.978423640955	295	3203	598	350	50.9896536212326	49.0103463787674
"S02001619"	324123.607954546	672885.096590909	53.263	3	"S08000024"	121.247395002159	319	4863	929	347	55.3112418705482	44.6887581294518
"S02001620"	324754.474285714	673206.242857143	63.304	3.42857142857143	"S08000024"	97.8769114116012	278	4807	802	309	51.8721755971595	48.1278244028405
"S02001621"	325856.762886598	672779.530927835	91.921	4.75	"S08000024"	71.2677190195929	315	5273	639	324	47.2141657762174	52.7858342237826
"S02001622"	325703.994818653	673805.748704663	125.111	2.66666666666667	"S08000024"	45.2158483266859	192	4480	700	285	50.8926993105887	49.1073006894114
"S02001623"	326370.429268293	673357.804878049	281.293	2.83333333333333	"S08000024"	21.0563362756983	431	4075	949	468	49.1473915245653	50.8526084754348
"S02001624"	327104.823529412	674182.117647059	46.164	2.66666666666667	"S08000024"	54.0247812147994	194	1502	498	300	50.6816359262229	49.3183640737771
"S02001625"	327508.61682243	674485.971962617	63.944	3.8	"S08000024"	63.8840235205805	270	2528	806	481	48.8372093023256	51.1627906976744
"S02001626"	328549.20754717	673546.20754717	208.261	4.28571428571429	"S08000024"	25.7561425326874	760	2297	1411	896	48.6950037285608	51.3049962714392
"S02001627"	329293.865116279	671352.139534884	487.572	1.4	"S08000024"	6.57338813549589	643	1599	693	270	47.98751950078	52.01248049922
"S02001628"	329937.916666667	671578.705128205	73.246	1	"S08000024"	58.8837615705977	1038	1855	998	422	48.3885926269418	51.6114073730582
"S02001629"	330517.734513274	672608.522123894	85.801	1.2	"S08000024"	42.645190615494	606	1273	996	784	46.4334517627767	53.5665482372233
"S02001630"	331366.881188119	671937.871287129	246.86	3.8	"S08000024"	13.2423235842178	582	1357	982	348	47.6598348118691	52.3401651881309
"S02001631"	331543.144508671	673323.641618497	118.158	4.5	"S08000024"	43.5264645643968	841	1632	1608	1062	47.0542484930974	52.9457515069026
"S02001632"	330457.492592593	673960.248148148	95.472	2.83333333333333	"S08000024"	40.9753645047763	671	1709	992	540	47.2137014314929	52.7862985685072
"S02001633"	329905.619047619	673076.959183674	147.528	4.6	"S08000024"	26.2187516945936	632	1171	1139	926	47.0010341261634	52.9989658738366
"S02001634"	329301.68852459	673875.967213115	55.267	4.25	"S08000024"	46.049179438001	347	781	777	640	48.0550098231827	51.9449901768173
"S02001635"	328868.681818182	673797.848484849	43.742	3	"S08000024"	80.1060765397101	512	1524	834	634	47.6883561643836	52.3116438356164
"S02001636"	329713.474708171	674411.128404669	118.62	4.75	"S08000024"	24.0600236047884	386	796	898	774	47.687456201822	52.312543798178
"S02001637"	328610.740740741	674665.432098766	40.708	2	"S08000024"	85.4623169892896	483	1582	833	581	48.0597872951998	51.9402127048002
"S02001638"	328028.728571429	675035.485714286	53.028	1.33333333333333	"S08000024"	82.8996002112092	708	1901	1093	694	48.1346678798908	51.8653321201092
"S02001639"	327802.448275862	675575.922413793	45.081	4	"S08000024"	104.101506177769	763	1884	1333	713	46.4095461325378	53.5904538674622
"S02001640"	327033.850340136	676631.911564626	325.827	3.5	"S08000024"	8.8298391477686	396	1775	500	206	51.5119916579771	48.488008342023
"S02001641"	326061.949367089	676760.930379747	47.919	2.16666666666667	"S08000024"	105.657463636553	553	2645	1218	647	52.6170254789651	47.382974521035
"S02001642"	327186.073863636	676419.210227273	42	3.42857142857143	"S08000024"	118.452380952381	511	3423	845	196	51.2763819095478	48.7236180904523
"S02001643"	326745.231818182	676083.627272727	46.303	2.28571428571429	"S08000024"	108.092348227977	585	3075	825	520	50.4495504495505	49.5504495504496
"S02001644"	327090.232394366	675581.542253521	54.307	2.83333333333333	"S08000024"	97.0777247868599	554	3113	947	658	50.7207890743551	49.2792109256449
"S02001645"	327178.47761194	674957.925373134	30.897	3.5	"S08000024"	111.143476712949	296	2404	527	207	53.2615026208503	46.7384973791497
"S02001646"	326690.759259259	675057.666666667	15.189	3	"S08000024"	209.362038317203	227	2121	498	334	51.0062893081761	48.9937106918239
"S02001647"	326631.342450766	674742.170678337	61.453	4.28571428571429	"S08000024"	84.1456072120157	427	3455	896	393	49.2554631599304	50.7445368400696
"S02001648"	326479.071428571	675477.952380953	30.163	3	"S08000024"	108.37781387793	378	1907	704	280	51.9730804527378	48.0269195472622
"S02001649"	326043.803571429	676047.982142857	40.817	3.5	"S08000024"	84.0336134453782	492	1894	727	317	48.600583090379	51.399416909621
"S02001650"	325514.763779528	676568.039370079	61.165	5	"S08000024"	60.7863974495218	621	1429	1076	592	47.4179666487359	52.5820333512641
"S02001651"	324620.367875648	676463.440414508	94.407	4.66666666666667	"S08000024"	47.0939654898472	730	1541	1277	898	47.5033738191633	52.4966261808367
"S02001652"	324660.254545455	675641.527272727	177.643	5	"S08000024"	20.8395489830728	469	1358	1024	851	47.2177201512696	52.7822798487304
"S02001653"	325535.050505051	675266.090909091	52.087	4.25	"S08000024"	71.8413423694972	313	2290	782	357	50.9887760555853	49.0112239444148
"S02001654"	326085.018518519	675140.518518519	37.211	5	"S08000024"	114.106043911747	450	2845	654	297	47.3151201130476	52.6848798869524
"S02001655"	325840.63963964	674617.171171171	30.297	4.75	"S08000024"	99.7788559923425	232	1996	582	213	49.5534237512405	50.4465762487595
"S02001656"	325114.865671642	674229.853731343	51.07	4.75	"S08000024"	68.8466810260427	302	1835	850	529	49.1467576791809	50.8532423208191
"S02001657"	325249.340659341	674749.659340659	26.47	5	"S08000024"	121.836040800907	259	2064	681	221	49.6124031007752	50.3875968992248
"S02001658"	324481.861702128	674642.106382979	61.978	4.85714285714286	"S08000024"	91.7583658717609	520	3088	1327	752	48.0745560049235	51.9254439950765
"S02001659"	323651.299287411	674686.983372922	72.514	5	"S08000024"	50.1006702154067	508	1971	686	468	47.8943022295624	52.1056977704377
"S02001660"	323852.56362217	673387.598750976	149.389	4.85714285714286	"S08000024"	40.5116842605547	531	3313	1459	749	51.8175809649703	48.1824190350298
"S02001661"	322138.913333333	672871.926666667	143.064	4.33333333333333	"S08000024"	30.2172454286194	562	1679	1165	917	47.4207726116123	52.5792273883877
"S02001662"	322491.657303371	673724.314606742	150.812	5	"S08000024"	28.2470890910538	727	1151	1317	1065	46.5258215962441	53.4741784037559
"S02001663"	323136.040268456	674830.020134228	126.839	4.83333333333333	"S08000024"	33.5149283737652	592	1559	1237	863	47.8240414020231	52.175958597977
"S02001664"	321487.516806723	674623.134453782	214.119	5	"S08000024"	26.6954357156535	1081	1674	1677	1284	47.2183344996501	52.7816655003499
"S02001665"	322281.413793103	675315.241379311	82.855	1.8	"S08000024"	55.8204091485125	780	1817	1193	835	47.4162162162162	52.5837837837838
"S02001666"	322485.18852459	676038.909836066	62.415	1.4	"S08000024"	73.6842105263158	1106	2145	959	389	48.5322896281801	51.46771037182
"S02001667"	323570.109589041	676306.931506849	82.05	3.85714285714286	"S08000024"	62.4741011578306	917	2278	1211	720	48.4393289114319	51.5606710885681
"S02001668"	323592.573033708	676768.393258427	33.919	1	"S08000024"	86.5001916330081	589	1302	654	389	49.147920927062	50.852079072938
"S02001669"	323217.833333333	676937.739130435	92.556	2.25	"S08000024"	37.2207096244436	558	1701	775	411	48.0986937590711	51.9013062409289
"S02001670"	322113.751824818	676620.708029197	219.33	2.2	"S08000024"	17.5124242009757	798	1951	769	323	48.2426451444936	51.7573548555064
"S02001671"	321579.6375	676041.2	75.612	1.5	"S08000024"	63.4819869861927	1043	2286	1062	409	49.0416666666667	50.9583333333333
"S02001672"	320723.824858757	675659.028248588	298.491	5	"S08000024"	14.422545403379	750	1360	1169	1026	48.1068524970964	51.8931475029036
"S02001673"	318852.666666667	676326.46875	111.874	5	"S08000024"	22.3286912061784	549	700	706	543	47.3979183346677	52.6020816653323
"S02001674"	318463.7	675203.523076923	161.093	5	"S08000024"	23.3653852122687	634	1006	1157	967	48.5653560042508	51.4346439957492
"S02001675"	319577.72195122	674474.292682927	135.141	2.57142857142857	"S08000024"	44.5238676641434	953	2295	1567	1202	46.5680571713479	53.4319428286522
"S02001676"	318698.831460674	674305.449438202	70.387	3.2	"S08000024"	58.0362851094662	667	1548	1239	631	47.6866585067319	52.3133414932681
"S02001677"	318797.918367347	673355.170068027	120.117	5	"S08000024"	40.8102100452059	807	1642	1520	933	49.5920032639739	50.4079967360261
"S02001678"	319772.54	673683.56	108.952	4.66666666666667	"S08000024"	29.1045598061532	549	943	949	730	48.0290129296752	51.9709870703248
"S02001679"	320075.031578947	672913.784210526	223.961	4.71428571428571	"S08000024"	24.0220395515291	824	1761	1522	1273	46.7843866171004	53.2156133828996
"S02001680"	320543.279411765	672292.558823529	47.473	4.25	"S08000024"	57.8012765150717	521	1177	721	325	47.1209912536443	52.8790087463557
"S02001681"	319902.815533981	672057.038834952	82.343	4	"S08000024"	50.3989410150225	705	1653	1098	694	47.8313253012048	52.1686746987952
"S02001682"	318725.347345133	671627.60619469	352.085	4.16666666666667	"S08000024"	13.5933084340429	647	1976	1389	774	49.0597576264104	50.9402423735897
"S02001683"	315155.909090909	672089.795454546	2412.87	3.75	"S08000024"	1.35191701169147	523	1156	1029	554	47.9767014101778	52.0232985898222
"S02001684"	313064.645669291	674583.287401575	4092.729	3.33333333333333	"S08000024"	1.26419315815926	1018	1848	1492	816	49.2462311557789	50.7537688442211
"S02001685"	313160.179310345	677931.986206897	182.92	4.16666666666667	"S08000024"	26.0004373496611	896	1750	1326	784	48.6333052985702	51.3666947014298
"S02001686"	312017.56	678167.1	144.799	4.4	"S08000024"	27.7557165450038	705	1584	1307	423	48.8927593928838	51.1072406071162
"S02001687"	73974.3436123348	818405.753303965	40272.532	2.6	"S08000028"	0.0790116697902183	552	1015	987	628	50.4085480829667	49.5914519170333
"S02001688"	81862.9338235294	862515.150735294	44379.676	3	"S08000028"	0.066697197158447	443	958	952	607	50.4054054054054	49.5945945945946
"S02001689"	112037.969849246	896325.989949749	48606.218	3	"S08000028"	0.038986781485447	221	534	589	551	49.6042216358839	50.3957783641161
"S02001690"	125409.943396226	926501.79245283	97606.642	2.66666666666667	"S08000028"	0.0264838534246471	347	731	870	637	49.5938104448743	50.4061895551257
"S02001691"	136399.536082474	952022.974226804	48396.026	2.83333333333333	"S08000028"	0.0834779285390086	557	1207	1296	980	50.6188118811881	49.3811881188119
"S02001692"	147189.643356643	939897.755244755	21425.969	3	"S08000028"	0.169700609573364	735	1301	972	628	50.3025302530253	49.6974697469747
"S02001693"	142419.918414918	933279.951048951	653.302	2.5	"S08000028"	5.00993414990311	521	1265	846	641	48.5792850595784	51.4207149404216
"S02001694"	143185.810526316	933304.236842105	326.425	3	"S08000028"	9.16290112583289	379	1031	822	759	45.2357071213641	54.7642928786359
"S02001695"	149947.240875912	933168.627737226	4283.235	3	"S08000028"	0.73028913893354	543	1054	941	590	48.497442455243	51.502557544757
"S02001696"	280674.402173913	683503.043478261	1523.276	2.6	"S08000019"	2.13421599237433	540	1271	885	555	49.1848661950169	50.8151338049831
"S02001697"	280929.740088106	682599.31277533	2688.134	2.83333333333333	"S08000019"	1.5520059639884	757	1685	1131	599	49.6164908916587	50.3835091083413
"S02001698"	280739.22972973	682054.716216216	93.98	2.5	"S08000019"	43.9242391998298	688	1576	1109	755	48.3042635658915	51.6957364341085
"S02001699"	280974.787878788	680692.378787879	79.15	4	"S08000019"	38.1933038534428	539	1206	954	324	48.8256698643732	51.1743301356269
"S02001700"	278991.590163934	679130.516393443	1382.59	2.83333333333333	"S08000019"	2.78607540919578	642	1455	1165	590	48.2606438213915	51.7393561786085
"S02001701"	282359.045454546	680582.522727273	135.397	2.66666666666667	"S08000019"	36.4262132838985	845	1843	1422	822	48.8037307380373	51.1962692619627
"S02001702"	283313.323529412	679680.960784314	1824.248	3.2	"S08000019"	1.88461217992291	749	1437	878	374	48.8947062245492	51.1052937754509
"S02001703"	285827.98540146	683637.686131387	943.581	3.66666666666667	"S08000019"	5.69532451374074	1175	2331	1294	574	49.0137700037216	50.9862299962784
"S02001704"	285941.134920635	682365.198412699	188.253	4.4	"S08000019"	20.9452173404939	722	1426	1089	706	48.7192493025615	51.2807506974385
"S02001705"	286753.470588235	682756.764705882	109.008	2	"S08000019"	30.3097020402172	586	1246	912	560	47.8208232445521	52.1791767554479
"S02001706"	287487.547945206	683050.438356164	112.198	3.2	"S08000019"	31.6850567746306	592	1354	1042	567	47.4824191279888	52.5175808720113
"S02001707"	287652.549295775	683770.492957747	98.511	4.6	"S08000019"	34.564667905107	495	1187	1149	574	48.3406754772394	51.6593245227606
"S02001708"	288573.409836066	682906.459016393	77.472	4.25	"S08000019"	35.7161296984717	419	1115	821	412	49.3314058547163	50.6685941452837
"S02001709"	289062.258064516	683247.322580645	63.519	2.75	"S08000019"	43.6877154867048	539	1168	741	327	49.8378378378378	50.1621621621622
"S02001710"	289958.784530387	684964.17679558	3710.89	3	"S08000019"	0.980627288871403	655	1304	1080	600	48.1450948062655	51.8549051937346
"S02001711"	288881.316326531	681988.520408163	112.217	1.33333333333333	"S08000019"	32.8203391642977	718	1580	897	488	48.0043442845506	51.9956557154494
"S02001712"	288463.676691729	681505.353383459	129.042	3.5	"S08000019"	33.1597464391438	839	1903	1066	471	49.0535171769105	50.9464828230895
"S02001713"	288836.74584323	680355.318289786	104.68	1.8	"S08000019"	32.2220099350401	407	1521	956	489	50.6670619626445	49.3329380373555
"S02001714"	289885.052173913	680795.947826087	401.829	2.33333333333333	"S08000019"	11.8010397457625	809	2025	1149	759	48.8612399831295	51.1387600168705
"S02001715"	289029.398406375	679823.362549801	144.387	2.4	"S08000019"	25.0091767264366	333	1118	850	1310	48.1860980337857	51.8139019662144
"S02001716"	288090.445714286	679873.102857143	129.913	4	"S08000019"	26.7563677230146	542	1224	929	781	47.6409666283084	52.3590333716916
"S02001717"	286969.125	680429.291666667	82.144	1.2	"S08000019"	36.9473120373977	399	1178	850	608	49.159802306425	50.840197693575
"S02001718"	286021.384615385	680455.211538462	75.51	1.25	"S08000019"	37.9287511587869	538	1198	741	387	49.0223463687151	50.9776536312849
"S02001719"	286598.869565217	679833.521739131	94.375	2.5	"S08000019"	28.8953642384106	412	946	768	601	48.6248624862486	51.3751375137514
"S02001720"	287657.59223301	678756.213592233	1740.852	4.8	"S08000019"	2.1500966193565	734	1404	1106	499	49.5057440555704	50.4942559444296
"S02001721"	289182.851851852	678451.87037037	67.028	1.25	"S08000019"	47.8605955719998	634	1308	919	347	48.1296758104738	51.8703241895262
"S02001722"	289465.739130435	677020.188405797	1442.254	3	"S08000019"	1.79025331182996	445	1023	777	337	49.3028659953524	50.6971340046476
"S02001723"	289809.169230769	673887.153846154	6346.336	2.33333333333333	"S08000019"	0.752560217423093	887	1760	1392	737	48.8902847571189	51.1097152428811
"S02001724"	291476.259259259	678041.444444445	193.996	4.75	"S08000019"	15.7838305944452	579	1657	612	214	57.3154800783802	42.6845199216199
"S02001725"	292787.485714286	677712.923809524	134.585	4.4	"S08000019"	30.4640190214363	720	1564	1179	637	49.3658536585366	50.6341463414634
"S02001726"	293895.916666667	676887.527777778	509.132	3.33333333333333	"S08000019"	8.7933973900678	936	1781	1178	582	47.9562206834934	52.0437793165066
"S02001727"	293687.465116279	679405.387596899	1484.62	4.16666666666667	"S08000019"	2.78859236707036	506	1399	1437	798	48.6473429951691	51.3526570048309
"S02001728"	292085.092105263	678652.657894737	126.222	2.75	"S08000019"	26.8257514537878	575	1288	924	599	47.0466627288836	52.9533372711164
"S02001729"	291202.450450451	679344.45945946	94.456	2.25	"S08000019"	34.6722283391209	503	1237	929	606	48.3358778625954	51.6641221374046
"S02001730"	292226.591240876	680673.124087591	219.99	2.25	"S08000019"	22.4101095504341	785	1801	1335	1009	46.8965517241379	53.1034482758621
"S02001731"	292888.554216868	681882.825301205	70.667	2.6	"S08000019"	46.5422332913524	458	1215	925	691	47.187595013682	52.812404986318
"S02001732"	293482.73381295	681148.848920863	143.147	2.66666666666667	"S08000019"	30.9122789859375	714	1778	1141	792	49.4689265536723	50.5310734463277
"S02001733"	293008.954545455	680368.261363636	97.676	2	"S08000019"	39.9074491174905	623	1584	953	738	48.1015905592612	51.8984094407388
"S02001734"	298891.58	680423.33	1280.759	3.6	"S08000019"	3.48231009893352	718	1621	1395	726	49.5515695067265	50.4484304932736
"S02001735"	300004.333333333	680579.6	71.714	3.4	"S08000019"	44.1475862453635	547	1149	961	509	48.3575489576753	51.6424510423247
"S02001736"	299717.882716049	681425.679012346	157.02	2.4	"S08000019"	19.6917590115909	448	1167	839	638	48.9650711513584	51.0349288486417
"S02001737"	301472.570512821	680924.967948718	1251.592	3.33333333333333	"S08000019"	3.90942096146348	853	1954	1301	785	48.8044144696505	51.1955855303495
"S02001738"	293432.264957265	687747.017094017	2192.684	3	"S08000029"	1.3581528391688	393	966	976	643	48.757555406313	51.242444593687
"S02001739"	301848.453608248	689249.113402062	1496.427	2.2	"S08000029"	2.72582625146432	785	1581	1139	574	49.6200049031625	50.3799950968375
"S02001740"	304556.530612245	691116.93877551	7960.989	3.2	"S08000029"	0.397563669539049	437	952	1142	634	50.4265402843602	49.5734597156398
"S02001741"	300654.784	686486.696	2223.032	2.6	"S08000029"	1.61626103447904	613	1256	1111	613	49.0397996103535	50.9602003896465
"S02001742"	304488.17948718	686031.08974359	923.554	4	"S08000029"	3.14004378736923	513	1052	959	376	49.4137931034483	50.5862068965517
"S02001743"	307317.398773006	685184.791411043	1953.242	4.6	"S08000029"	2.08729896244295	589	1116	1385	987	48.663232769193	51.336767230807
"S02001744"	308177.306818182	688606.625	131.621	3.83333333333333	"S08000029"	28.0198448575835	612	1367	1226	483	49.4577006507592	50.5422993492408
"S02001745"	308658.146788991	687912.403669725	104.824	1.75	"S08000029"	32.9123101579791	465	1488	904	593	48.8405797101449	51.1594202898551
"S02001746"	309825.441176471	688214.166666667	99.992	2.6	"S08000029"	44.3435474837987	695	1838	1204	697	47.8800180423996	52.1199819576004
"S02001747"	309629.305755396	687179.969424461	135.94	3.5	"S08000029"	23.5765779020156	410	1425	871	499	48.6739469578783	51.3260530421217
"S02001748"	309920.965116279	686616.488372093	84.503	2.8	"S08000029"	38.8506916914192	531	1312	932	508	48.2180932074322	51.7819067925678
"S02001749"	310512.643564356	687591.128712871	99.93	5	"S08000029"	31.1217852496748	468	955	1065	622	48.7138263665595	51.2861736334405
"S02001750"	311082.530612245	689062.693877551	602.997	3.75	"S08000029"	8.88893311243671	930	1794	1479	1157	46.5111940298507	53.4888059701493
"S02001751"	312310.456521739	687530.423913044	238.126	4.4	"S08000029"	13.350075170288	779	1544	651	205	49.4180559924505	50.5819440075495
"S02001752"	311077.307692308	687306.184615385	77.648	1.25	"S08000029"	36.2662270760354	515	1177	692	432	49.9644886363636	50.0355113636364
