area	easting	northing	area	SIMDQuintile	region	density	age0-14	age15-44	age45-64	age65+	male	female
"S02002197"	270267.345679012	671096.62962963	285.414	3.6	"S08000032"	12.6658117681683	793	1584	898	340	48.65836791148	51.3416320885201
"S02002198"	272703.75	673454.242857143	400.703	3.77777777777778	"S08000032"	15.6375170637604	1187	2603	1835	641	48.5796361315034	51.4203638684966
"S02002199"	273824.097826087	673047.695652174	123.058	3.33333333333333	"S08000032"	40.7043832989322	727	1767	1560	955	48.8919944100619	51.1080055899381
"S02002200"	276151.06870229	673537.030534351	1897.107	2.8	"S08000032"	2.11901595429251	719	1536	1082	683	49.3034825870647	50.6965174129353
"S02002201"	275618.836363636	673956.054545455	70.645	1.8	"S08000032"	49.1329888881025	600	1360	902	609	47.7384039181792	52.2615960818208
"S02002202"	276113.096938776	674797.089285714	124.073	1.33333333333333	"S08000032"	37.9857019657782	945	1920	1081	767	47.7402928071292	52.2597071928708
"S02002203"	276895.414893617	675115.595744681	104.617	2.2	"S08000032"	41.2074519437568	732	1786	1080	713	48.1558803061935	51.8441196938066
"S02002204"	278013.25862069	675332.982758621	89.811	1.8	"S08000032"	45.5066751288818	782	1689	1051	565	49.1558600440421	50.8441399559579
"S02002205"	278422.127272727	676149.236363636	79.909	3	"S08000032"	55.1377191555394	791	1841	1245	529	48.2750794371312	51.7249205628688
"S02002206"	277103.411347518	676465.957446809	420.026	2.6	"S08000032"	8.41138405717741	521	1311	972	729	49.023492782338	50.9765072176621
"S02002207"	275485.756410256	676165.717948718	241.761	4.66666666666667	"S08000032"	21.0993501846865	1186	2058	1469	388	49.1276220348951	50.8723779651049
"S02002208"	274216.8125	675370.833333333	102.77	5	"S08000032"	35.0588693198404	734	1372	1097	400	48.6261448792673	51.3738551207327
"S02002209"	273709.4	674530.044444445	100.564	3.5	"S08000032"	29.2052822083449	453	1031	1018	435	47.3272046305754	52.6727953694246
"S02002210"	272921.790540541	677522.405405406	4205.957	2.875	"S08000032"	1.45983423035471	1081	2352	1677	1030	48.3061889250814	51.6938110749186
"S02002211"	271547.545454546	677609.465909091	85.334	2.25	"S08000032"	38.589542269201	577	1238	974	504	48.8612207713331	51.1387792286669
"S02002212"	270666.184466019	678039.048543689	2180.22	2.33333333333333	"S08000032"	1.78514094907853	698	1436	1085	673	47.8160328879753	52.1839671120247
"S02002213"	326033.984615385	1010669.49230769	9660.633	3.75	"S08000025"	0.326893693197951	438	1026	989	705	48.4800506649778	51.5199493350222
"S02002214"	333209.391666667	1018987.05833333	26399.27	3.8	"S08000025"	0.153602732196761	678	1309	1310	758	50.4315659679408	49.5684340320592
"S02002215"	345988.858267717	1009196.03149606	13598.733	4	"S08000025"	0.271642953795769	681	1353	1067	593	49.7292907417434	50.2707092582566
"S02002216"	344872.46875	1010653.89732143	158.524	3	"S08000025"	24.4063990310615	575	1575	955	764	48.2295166709744	51.7704833290256
"S02002217"	345358.587719298	1010896.79824561	102.232	3.5	"S08000025"	24.3074575475389	394	971	699	421	48.7726358148893	51.2273641851107
"S02002218"	346772.413793103	1013676	49061.023	2.66666666666667	"S08000025"	0.0847719787661175	558	1129	1444	1028	50.9497475354653	49.0502524645348
"S02002219"	311943.900369004	700822.863468635	11512.84	4.2	"S08000030"	0.316255589411474	618	1040	1327	656	49.6292227410052	50.3707772589948
"S02002220"	311656.09221902	702494.250720461	191.42	4.4	"S08000030"	24.4802006059973	764	1523	1483	916	47.5458813486983	52.4541186513018
"S02002221"	309297.116666667	703855.316666667	13876.783	4.25	"S08000030"	0.252796343359985	645	1056	1088	719	47.7765108323831	52.2234891676169
"S02002222"	288230.743119266	711623.495412844	24104.25	4.2	"S08000030"	0.149807606542415	634	1203	1105	669	48.1860980337857	51.8139019662144
"S02002223"	294291.804195804	712744.041958042	184.378	4.4	"S08000030"	21.9603206456302	583	1281	1124	1061	47.7648802173376	52.2351197826624
"S02002224"	280964.951456311	721802.800970874	43640.948	3.6	"S08000030"	0.0863638434252162	501	1063	1152	1053	48.7397187582913	51.2602812417087
"S02002225"	286343.977443609	721924.240601504	171.943	4.5	"S08000030"	18.7329521992753	506	824	966	925	47.5007761564732	52.4992238435269
"S02002226"	286527.111111111	721443.585858586	166.52	2.8	"S08000030"	24.8678837376892	713	1524	1080	824	49.1185703936247	50.8814296063753
"S02002227"	300559.077253219	721266.163090129	15861.262	3.6	"S08000030"	0.261013278766847	753	1337	1344	706	48.9855072463768	51.0144927536232
"S02002228"	308236.131067961	716367.733009709	17088.422	4.2	"S08000030"	0.233608463086878	734	1337	1245	676	50.3507014028056	49.6492985971944
"S02002229"	315212.706521739	716840.369565218	7570.413	3.83333333333333	"S08000030"	0.655314313763331	882	1694	1467	918	46.6035073573876	53.3964926426124
"S02002230"	311624.244701349	721930.059730251	186.058	3	"S08000030"	23.3475582882757	680	1822	1117	725	54.0515653775322	45.9484346224678
"S02002231"	310671.876470588	723325.094117647	187.466	4.42857142857143	"S08000030"	31.0562982087419	913	2152	1662	1095	47.2174510477499	52.7825489522501
"S02002232"	309349.566666667	723234.833333333	181.581	5	"S08000030"	23.5156761996024	627	1258	1337	1048	47.7751756440281	52.2248243559719
"S02002233"	308759.566666667	724178.233333333	167.302	4.83333333333333	"S08000030"	25.2955732746769	738	1540	1293	661	47.4007561436673	52.5992438563327
"S02002234"	309304.495726496	724349.846153846	100.214	1.75	"S08000030"	58.025824735067	1176	2299	1489	851	46.1908856405847	53.8091143594153
"S02002235"	309739.248366013	725276.823529412	270.051	2	"S08000030"	21.5070486685848	1158	2554	1382	714	48.7258953168044	51.2741046831956
"S02002236"	310554.444444444	725823.652777778	942.386	2	"S08000030"	3.48795504177694	529	1241	978	539	45.9993915424399	54.0006084575601
"S02002237"	311034.288888889	724807.833333334	91.327	2.5	"S08000030"	33.0132381442509	498	1462	651	404	50.0497512437811	49.9502487562189
"S02002238"	311345.31372549	724034.647058824	84.564	2.33333333333333	"S08000030"	26.4296863913722	195	1114	501	425	52.1700223713647	47.8299776286354
"S02002239"	311770.198697068	723528.439739414	90.464	1.66666666666667	"S08000030"	50.4952246197382	417	2572	917	662	51.8388791593695	48.1611208406305
"S02002240"	312695.276923077	723759.769230769	491.411	3	"S08000030"	7.56800315825246	510	1001	1173	1035	47.6472169938156	52.3527830061845
"S02002241"	313483.425806452	726117.864516129	1051.818	4	"S08000030"	4.75272337990033	759	1371	1483	1386	46.749349869974	53.250650130026
"S02002242"	317296.688172043	727153.290322581	12022.889	3.25	"S08000030"	0.329454925517486	645	1379	1203	734	50.1388538247917	49.8611461752083
"S02002243"	326092.899224806	725612.496124031	5040.337	3.6	"S08000030"	0.754513041489091	726	1398	1065	614	49.2505916381804	50.7494083618196
"S02002244"	331466.129496403	730135.366906475	5344.869	4.25	"S08000030"	0.709091279879825	587	1290	1140	773	49.6306068601583	50.3693931398417
"S02002245"	322758.779166667	739893.458333333	11739.33	3.33333333333333	"S08000030"	0.438525878393401	830	1656	1598	1064	50.1165501165501	49.8834498834499
"S02002246"	324574.92948718	748513.314102564	7874.23	3.25	"S08000030"	0.385688505415768	426	944	940	727	48.1725386894962	51.8274613105038
"S02002247"	306450.491166078	753474.48409894	106060.109	3.4	"S08000030"	0.0375353187690954	562	1186	1323	910	50.6405425772419	49.3594574227581
"S02002248"	318416.293478261	745652.326086957	178.462	2	"S08000030"	16.8327150878058	513	1054	821	616	48.2356857523302	51.7643142476698
"S02002249"	317952.554770318	744662.159010601	285.554	3.85714285714286	"S08000030"	19.3693662144463	684	1552	1672	1623	46.8992948833846	53.1007051166155
"S02002250"	309538.471204189	736752.005235602	9649.544	3.71428571428571	"S08000030"	0.469866762615933	747	1482	1433	872	49.6250551389502	50.3749448610498
"S02002251"	304165.536964981	734116.46692607	27528.768	3.57142857142857	"S08000030"	0.207056123979104	893	1964	1692	1151	49.5438596491228	50.4561403508772
"S02002252"	294937.033492823	757121.645933014	10203.311	4.25	"S08000030"	0.368507830448371	442	1199	1114	1005	46.968085106383	53.031914893617
"S02002253"	279703.478658537	750420.679878049	194416.28	3.5	"S08000030"	0.0245246951541301	682	1491	1512	1083	49.6224832214765	50.3775167785235
"S02002254"	235380.541666667	659057.472222222	81.826	3.25	"S08000031"	33.8645418326693	492	940	901	438	49.0075784915193	50.9924215084807
"S02002255"	240703.401197605	659984.550898204	9328.9	3.6	"S08000031"	0.404120528679694	717	1386	1034	633	47.3740053050398	52.6259946949602
"S02002256"	242301.325714286	668428.44	10487.053	4.4	"S08000031"	0.354818460438791	497	1123	1258	843	51.1959150765923	48.8040849234077
"S02002257"	240521.677777778	663122	95.598	3.75	"S08000031"	35.6074394861817	491	1158	1065	690	49.0893066980024	50.9106933019977
"S02002258"	241698.379084967	661696.071895425	152.475	2.16666666666667	"S08000031"	35.4877848827677	1097	2103	1351	860	47.6806505267049	52.3193494732951
"S02002259"	242166.68907563	662842.176470588	96.316	1	"S08000031"	36.8163129698077	595	1397	928	626	48.3925549915398	51.6074450084602
"S02002260"	243163.492753623	663228.173913044	196.865	2	"S08000031"	19.6530617428187	600	1452	1060	757	46.2651848022745	53.7348151977255
"S02002261"	243166.355072464	662349.862318841	92.416	2.2	"S08000031"	45.9011426592798	645	1609	1173	815	47.9255068363979	52.0744931636021
"S02002262"	244451.437908497	662967.666666667	276.507	3.16666666666667	"S08000031"	18.3033340928078	767	1747	1596	951	47.6388065599684	52.3611934400316
"S02002263"	247136.744186047	664354.71627907	158.465	1.28571428571429	"S08000031"	26.5547597261225	975	1906	1023	304	45.5560836501901	54.4439163498099
"S02002264"	247070.072463768	663743.507246377	90.329	1.5	"S08000031"	39.6993213696598	488	1672	902	524	50.6413831567206	49.3586168432794
"S02002265"	246122.728476821	662787.867549669	118.371	2.57142857142857	"S08000031"	47.283540732105	1058	2291	1520	728	46.0425227800608	53.9574772199393
"S02002266"	245494.362416107	661700.550335571	124.219	1.71428571428571	"S08000031"	40.1065859490094	764	1829	1430	959	47.1698113207547	52.8301886792453
"S02002267"	246698.413223141	662293.876033058	156.432	4.14285714285714	"S08000031"	30.8696430397873	713	1594	1648	874	48.4986539656244	51.5013460343757
"S02002268"	247270.018181818	661251.936363636	77.995	2	"S08000031"	53.3367523559203	733	1528	1161	738	46.9951923076923	53.0048076923077
"S02002269"	247994.27	661539.81	83.305	2.75	"S08000031"	41.4620971130184	616	1314	968	556	46.0335842501448	53.9664157498553
"S02002270"	247732.158536585	662583.853658537	142.056	4.25	"S08000031"	26.9963957875767	678	1426	1187	544	48.1877444589309	51.8122555410691
"S02002271"	248624.83625731	662464.040935673	136.068	1.85714285714286	"S08000031"	42.324426022283	675	2140	1551	1393	46.2406667824275	53.7593332175725
"S02002272"	250107.242105263	662308.210526316	95.399	3.6	"S08000031"	36.5307812450864	676	1292	987	530	48.2926829268293	51.7073170731707
"S02002273"	249408.350746269	663075.597014925	166.231	2	"S08000031"	24.8088503347751	606	1683	1160	675	47.1387002909796	52.8612997090204
"S02002274"	248370.273684211	663824.713157895	149.33	1.875	"S08000031"	44.1639322306301	753	3481	1492	869	51.1144806671721	48.8855193328279
"S02002275"	249353.185628743	664162.28742515	207.519	2.57142857142857	"S08000031"	28.474501130017	742	2482	1578	1107	48.6884413606363	51.3115586393637
"S02002276"	250948.913043478	663986.791304348	126.295	4.8	"S08000031"	38.9643295459044	726	1436	1635	1124	48.3235114814062	51.6764885185938
"S02002277"	249281.295597484	665213.257861635	124.196	1.28571428571429	"S08000031"	44.8645689072112	989	2244	1317	1022	46.0157932519742	53.9842067480258
"S02002278"	248080.142857143	665026.788961039	564.694	1.5	"S08000031"	8.16371344480374	694	2216	1119	581	51.0629067245119	48.9370932754881
"S02002279"	249769.864516129	666930.309677419	204.011	2.66666666666667	"S08000031"	33.1746817573562	1330	2889	1713	836	46.3356973995272	53.6643026004728
"S02002280"	250217.961538462	666325.361538462	112.58	2.83333333333333	"S08000031"	45.2389411973708	713	1680	1423	1277	46.6719026114275	53.3280973885726
"S02002281"	251028.156028369	666861.75177305	126.832	3.625	"S08000031"	44.0898196038855	845	1968	1840	939	47.7646638054363	52.2353361945637
"S02002282"	251361.912621359	666518.075728155	602.162	2.5	"S08000031"	7.32859263786157	614	2098	1157	544	50.3512349875368	49.6487650124632
"S02002283"	247772.311320755	669429.971698113	155.247	4.33333333333333	"S08000031"	37.8300385836763	1080	2241	1846	706	48.7825642772008	51.2174357227993
"S02002284"	246793.669491525	670243.279661017	166.521	3	"S08000031"	30.9450459701779	877	1821	1501	954	47.2346206093538	52.7653793906462
"S02002285"	245917.912087912	670720.054945055	135.271	3.42857142857143	"S08000031"	42.9877800859016	1034	2201	1640	940	48.5812553740327	51.4187446259673
"S02002286"	243664.569105691	671172.845528455	135.796	4.66666666666667	"S08000031"	34.5886476773985	666	1504	1688	839	49.8829039812646	50.1170960187354
"S02002287"	243843.656862745	664502.088235294	111.41	1.33333333333333	"S08000031"	35.7239027017323	616	1452	1035	877	46.0050251256281	53.9949748743719
"S02002288"	243110.082352941	664714.894117647	113.414	2.5	"S08000031"	40.920873966177	936	1789	1149	767	48.0715363068304	51.9284636931696
"S02002289"	241798.966101695	665881.542372881	92.089	4.75	"S08000031"	35.8457579081106	601	1174	1126	400	48.7428052105423	51.2571947894578
"S02002290"	240861.43902439	666554.219512195	116.26	4.5	"S08000031"	26.6729743677963	562	1007	1024	508	49.1454369558207	50.8545630441793
"S02002291"	238767.123931624	665461.081196581	793.251	4	"S08000031"	6.11660117667674	880	1591	1471	910	49.361088211047	50.638911788953
"S02002292"	317274.488584475	646012.424657534	70485.073	4	"S08000016"	0.0803574396525063	1105	1699	1906	954	48.9936440677966	51.0063559322034
"S02002293"	325172.856557377	640650.692622951	174.835	3.4	"S08000016"	24.7433294248863	639	1476	1238	973	47.2723069810448	52.7276930189552
"S02002294"	325294.726415094	639783.650943396	187.918	4.2	"S08000016"	21.679668791707	739	1172	1271	892	48.2572410407462	51.7427589592538
"S02002295"	333939.821052632	636881.357894737	22868.8	3.42857142857143	"S08000016"	0.235823480025187	952	1753	1630	1058	49.2861116261821	50.7138883738179
"S02002296"	351646.947735192	640149.156794425	34415.57	3.83333333333333	"S08000016"	0.140459681475565	840	1587	1528	879	49.1932147290029	50.8067852709971
"S02002297"	348772.094650206	636582.979423868	147.663	2.75	"S08000016"	25.1518660734239	561	1594	1045	514	49.2999461497038	50.7000538502962
"S02002298"	348808.722222222	636072.088888889	70.261	2.25	"S08000016"	44.2635316889882	418	1333	824	535	48.1672025723473	51.8327974276527
"S02002299"	349885.136363636	635425.766233766	889.332	3.25	"S08000016"	3.71739687765649	422	1133	997	754	46.3097398669087	53.6902601330914
"S02002300"	351118.9	635623.6	85.334	1.33333333333333	"S08000016"	32.6599010945227	502	1139	714	432	48.7979906709724	51.2020093290276
"S02002301"	354008.491452991	634228.277777778	571.084	3.71428571428571	"S08000016"	9.21930924347382	947	1723	1525	1070	46.5906932573599	53.4093067426401
"S02002302"	353106.253521127	647694.514084507	24772.057	4.25	"S08000016"	0.118359165732583	589	958	947	438	49.24965893588	50.7503410641201
"S02002303"	372219.225490196	648477.774509804	46093.07	3	"S08000016"	0.0886901219641044	706	1272	1356	754	50.6115459882583	49.3884540117417
"S02002304"	378614.048	653781.928	182.571	3	"S08000016"	15.1009744154329	417	888	817	635	49.5466086325716	50.4533913674284
"S02002305"	388120.246073298	664689.670157068	20083.384	3.2	"S08000016"	0.187269237096696	478	1057	1336	890	49.162456793406	50.837543206594
"S02002306"	394291.677165354	664257.606299213	121.766	2.4	"S08000016"	29.0557298424848	605	1192	993	748	47.7953646127756	52.2046353872244
"S02002307"	386829.439189189	655231.52027027	17660.787	3.4	"S08000016"	0.228812000280622	603	1249	1303	886	49.1709972779015	50.8290027220985
"S02002308"	383887.465408805	640776.220125786	7136.222	3	"S08000016"	0.383956665025275	344	742	849	805	48.3211678832117	51.6788321167883
"S02002309"	375414.646551724	631493.909482759	34150.22	3.66666666666667	"S08000016"	0.134640421057317	682	1305	1506	1105	48.7385819921705	51.2614180078295
"S02002310"	372702.013888889	634811.486111111	81.918	3.25	"S08000016"	40.4917112234185	493	1013	978	833	46.3069038287609	53.6930961712391
"S02002311"	372941.697986577	634167.013422819	111.324	2.66666666666667	"S08000016"	21.1993819841184	332	777	602	649	46.1440677966102	53.8559322033898
"S02002312"	367098.242937853	621952.338983051	34031.474	3.66666666666667	"S08000016"	0.0840398508745169	431	796	1052	581	49.3706293706294	50.6293706293706
"S02002313"	358905.834951456	631509.45631068	7032.365	3.8	"S08000016"	0.511350022360899	565	1106	1091	834	48.3592880978866	51.6407119021135
"S02002314"	365213.838509317	620655.962732919	154.288	2.6	"S08000016"	26.158871720419	632	1399	1110	895	46.9772051536174	53.0227948463826
"S02002315"	351637.469879518	607969.219879518	84791.916	3.4	"S08000016"	0.0462308222873511	478	1009	1481	952	49.2857142857143	50.7142857142857
"S02002316"	351358.338235294	616041.191176471	119.667	1	"S08000016"	25.5626028896855	733	1211	739	376	47.0088264138607	52.9911735861393
"S02002317"	350631.776649746	614752.487309645	131.461	2.4	"S08000016"	32.8082092787975	493	1431	1324	1065	49.5942499420357	50.4057500579643
"S02002318"	349779.842105263	614282.440789474	203.043	2.75	"S08000016"	16.5728441758642	452	1042	994	877	48.2912332838039	51.7087667161962
"S02002319"	350279.980769231	615412	112.089	2.25	"S08000016"	31.9299842089768	522	1305	1005	747	48.169879854708	51.830120145292
"S02002320"	345031.969135803	625879.740740741	66068.666	3.25	"S08000016"	0.0417293123490642	410	741	1032	574	50.0181356546971	49.9818643453029
"S02002321"	347048.672131148	628725.803278689	239.881	2.85714285714286	"S08000016"	24.136967913257	886	1914	1735	1255	48.7046632124352	51.2953367875648
"S02002322"	440737.803030303	1120457.83333333	13991.215	3.75	"S08000026"	0.234361347459817	627	1137	1017	498	50.8996645318695	49.1003354681305
"S02002323"	445393.873563218	1139999.33333333	1962.599	3.5	"S08000026"	1.78691622690117	771	1344	939	453	50.3279155973767	49.6720844026233
"S02002324"	447426.965870307	1141465.99317406	3426.896	3.28571428571429	"S08000026"	1.45175108903217	703	2014	1294	964	51.1557788944724	48.8442211055276
"S02002325"	440168.604651163	1140756.84883721	11410.194	3.75	"S08000026"	0.280889176818554	583	1242	956	424	50.1404056162247	49.8595943837754
"S02002326"	433449.859649123	1153862.24561404	39906.294	3.75	"S08000026"	0.0701894292664711	540	982	818	461	49.7679400214209	50.2320599785791
"S02002327"	436942.746987952	1171513.45783133	35636.207	3.33333333333333	"S08000026"	0.0746431852301228	468	1037	807	348	52.406015037594	47.593984962406
"S02002328"	456723.441558442	1190856.09090909	40331.825	3.25	"S08000026"	0.0697464099380576	482	866	817	648	50.2666192676858	49.7333807323143
"S02002329"	222510.369791667	597288.377604167	75552.605	2.14285714285714	"S08000015"	0.0728763753413929	776	1642	1795	1293	49.9636759898293	50.0363240101707
"S02002330"	218827.946428571	597067.839285714	57.066	1.4	"S08000015"	59.5801352819542	661	1198	896	645	46.8823529411765	53.1176470588235
"S02002331"	218650.818181818	597833.842975207	132.064	2.2	"S08000015"	24.5108432275261	409	941	992	895	47.2968798270003	52.7031201729997
"S02002332"	229904.748466258	610031.926380368	961.888	2.42857142857143	"S08000015"	5.03177085066037	840	1800	1362	838	47.7066115702479	52.2933884297521
"S02002333"	233319.315533981	613625.995145631	23210.412	3.2	"S08000015"	0.174792244101483	694	1301	1337	725	49.1496179442938	50.8503820557062
"S02002334"	240151.315789474	620124.822368421	4934.388	2.8	"S08000015"	0.750447674564708	605	1320	1124	654	48.3661895760195	51.6338104239806
"S02002335"	233046.151960784	618942.985294118	649.575	4.625	"S08000015"	9.39383443020436	858	1430	1968	1846	47.4926253687316	52.5073746312684
"S02002336"	235042	619684.264150943	106.161	2.57142857142857	"S08000015"	42.3790280799917	739	1635	1333	792	47.2771727050456	52.7228272949544
"S02002337"	234281.268292683	620131.237804878	197.309	3.85714285714286	"S08000015"	28.0524456563056	785	1596	1689	1465	46.3595302619693	53.6404697380307
"S02002338"	235135.504347826	620787.382608696	156.869	3.57142857142857	"S08000015"	32.3645844621946	765	1636	1602	1074	47.9023045105377	52.0976954894623
"S02002339"	233613.995398773	621683.062883436	192.79	2.85714285714286	"S08000015"	27.8852637584937	581	1843	1457	1495	46.6145833333333	53.3854166666667
"S02002340"	234049.783068783	622620.391534392	134.662	1.33333333333333	"S08000015"	35.5556875733318	622	2082	1287	797	49.3943191311612	50.6056808688388
"S02002341"	235021.196428571	621798.357142857	118.682	1.66666666666667	"S08000015"	22.1010768271516	335	896	759	633	48.6084635913077	51.3915364086923
"S02002342"	236143.505747127	622702.91954023	79.863	1	"S08000015"	35.6861124676008	529	1091	756	474	45.8947368421053	54.1052631578947
"S02002343"	235309.687022901	622817.381679389	94.669	1	"S08000015"	44.8932596731771	872	1762	1012	604	46.8470588235294	53.1529411764706
"S02002344"	234631.88	623838.984	118.861	3	"S08000015"	35.5877874155526	587	1509	1269	865	46.8085106382979	53.1914893617021
"S02002345"	235380.84496124	624042.720930233	176.347	2.83333333333333	"S08000015"	24.5255093650587	820	1677	1169	659	47.4450867052023	52.5549132947977
"S02002346"	235071.577669903	625824.150485437	170.299	4.33333333333333	"S08000015"	24.3982642293848	537	1278	1279	1061	47.6774969915764	52.3225030084236
"S02002347"	235640.703947368	625489.585526316	137.243	3.71428571428571	"S08000015"	39.6960136400399	715	1586	1764	1383	46.420704845815	53.579295154185
"S02002348"	236225.207407407	626893.377777778	2604.383	3	"S08000015"	1.04285736775275	388	922	791	615	47.680412371134	52.319587628866
"S02002349"	242348.072916667	626243.848958333	6731.303	2.28571428571429	"S08000015"	0.886752535133242	987	2228	1634	1120	48.3665605629084	51.6334394370917
"S02002350"	236833.595918367	633148.873469388	4764.824	2.85714285714286	"S08000015"	1.12008334410673	864	1702	1645	1126	47.6672287802136	52.3327712197864
"S02002351"	233533.674242424	632419.537878788	192.991	4.25	"S08000015"	28.4624671616811	891	1928	1784	890	48.2796286182414	51.7203713817586
"S02002352"	232660.298969072	632103.969072165	126.945	2.5	"S08000015"	31.7932963094253	602	1345	1142	947	47.2993062438058	52.7006937561943
"S02002353"	232383.274131274	630838.409266409	595.96	4	"S08000015"	9.10799382508893	683	1508	1705	1532	47.0338983050848	52.9661016949153
"S02002354"	291898.969924812	625881.52631579	62006.544	3	"S08000032"	0.0423019867064354	403	869	947	404	51.1246664125048	48.8753335874952
"S02002355"	303139.6953125	638152.7109375	21812.831	3.42857142857143	"S08000032"	0.254941690053895	921	1727	1760	1153	47.4914583707966	52.5085416292034
"S02002356"	295901.865030675	645738.975460123	7547.975	2.16666666666667	"S08000032"	0.649313226395159	840	1855	1474	732	50.3366659865334	49.6633340134666
"S02002357"	295124.067226891	652983.722689076	9918.965	2.6	"S08000032"	0.374030959883415	587	1321	1124	678	49.2722371967655	50.7277628032345
"S02002358"	282318.910891089	652218.712871287	2255.414	3.33333333333333	"S08000032"	1.66842983150765	679	1447	1127	510	48.7111347329259	51.2888652670742
"S02002359"	284078.220779221	650713.493506494	75.533	4	"S08000032"	38.1952259277402	405	1054	988	438	49.7400346620451	50.2599653379549
"S02002360"	284752.544117647	651046.779411765	79.368	1.75	"S08000032"	30.3270839633102	287	834	725	561	46.6140423764022	53.3859576235978
"S02002361"	285573.380434783	650166.869565218	110.854	2.4	"S08000032"	37.3283778663828	793	1696	1124	525	47.8250362493959	52.1749637506042
"S02002362"	284867.595744681	649939.031914894	90.22	2.5	"S08000032"	36.1782309909111	478	1223	1010	553	48.1924019607843	51.8075980392157
"S02002363"	284958.13592233	648469.951456311	4546.049	3.5	"S08000032"	0.568845606371599	396	859	844	487	48.2598607888631	51.7401392111369
"S02002364"	288032.988888889	644022.788888889	89.482	3	"S08000032"	29.491964864442	324	795	850	670	48.0106100795756	51.9893899204244
"S02002365"	288852.117647059	644100.911764706	46.821	2.25	"S08000032"	50.1057217915038	325	845	720	456	46.845694799659	53.154305200341
"S02002366"	288999.927272727	643306.392727273	886.644	2.8	"S08000032"	4.30386942222583	614	1413	1041	748	47.772536687631	52.227463312369
"S02002367"	285141.164634146	643509.573170732	8403.691	2.6	"S08000032"	0.453372214661391	634	1270	1227	679	49.7112860892388	50.2887139107612
"S02002368"	283848.718954248	633859.431372549	5736.185	1.6	"S08000032"	0.801229388522162	762	1641	1168	1025	47.6501305483029	52.3498694516971
"S02002369"	281385.347826087	639811.739130435	124.964	2.2	"S08000032"	30.376748503569	727	1355	1041	673	46.127502634352	53.8724973656481
"S02002370"	279273.733333333	643470.066666667	114.862	2.83333333333333	"S08000032"	36.8442130556668	768	1633	1223	608	48.6294896030246	51.3705103969754
"S02002371"	278639.405940594	649553.702970297	2707.542	2	"S08000032"	1.02860823580945	466	1039	811	469	48.3303411131059	51.6696588868941
"S02002372"	276203.5125	651936.4125	90.45	3.25	"S08000032"	37.2581536760641	604	1247	951	568	46.1127596439169	53.8872403560831
"S02002373"	276163.064220184	651212.348623853	397.803	3	"S08000032"	9.59017403086452	521	1361	1133	800	47.5229357798165	52.4770642201835
"S02002374"	277013.040268456	650592.348993289	129.3	2.33333333333333	"S08000032"	31.6860015467904	646	1451	1181	819	46.8147424945082	53.1852575054918
"S02002375"	276424.835051546	649824.072164949	133.856	1.2	"S08000032"	26.618156825245	647	1356	1037	523	47.488071849565	52.511928150435
"S02002376"	275108.751633987	646150.895424837	1894.731	2.75	"S08000032"	3.01414818251245	1016	2134	1592	969	48.2052180003502	51.7947819996498
"S02002377"	269949.962962963	644416.37037037	419.103	4.14285714285714	"S08000032"	11.0641059596328	751	1557	1403	926	48.5011861117102	51.4988138882898
"S02002378"	270491.682352941	645296.741176471	102.659	4	"S08000032"	28.3949775470246	570	957	916	472	48.885077186964	51.114922813036
"S02002379"	270829.6	643223.626086957	27109.494	4	"S08000032"	0.108891741026225	479	1062	939	472	52.7777777777778	47.2222222222222
"S02002380"	272935.824427481	651123.106870229	4957.173	3.75	"S08000032"	0.615673489708751	515	1063	935	539	47.2804718217562	52.7195281782438
"S02002381"	271761.5	652941.435483871	73.687	3.2	"S08000032"	50.8230759835521	752	1513	1114	366	48.8117489986649	51.1882510013351
"S02002382"	271865.686567164	653695.970149254	73.416	1.25	"S08000032"	37.7029530347608	372	1015	795	586	48.0130057803468	51.9869942196532
"S02002383"	272282.860759494	654651.64556962	70.244	4	"S08000032"	41.2277205170548	394	908	861	733	47.9972375690608	52.0027624309392
"S02002384"	272313.617021277	655413.045212766	211.127	3.2	"S08000032"	19.272759997537	399	1581	1149	940	49.078397640698	50.9216023593021
"S02002385"	271663.933333333	654749.433333333	81.077	2	"S08000032"	45.1176042527474	510	1447	968	733	48.8518316019683	51.1481683980317
"S02002386"	271179.421052632	653960.315789474	53.545	1.33333333333333	"S08000032"	40.6200392193482	476	858	506	335	45.4712643678161	54.5287356321839
"S02002387"	270843.13559322	653699.779661017	52.004	1.75	"S08000032"	54.1304515037305	513	1125	760	417	47.3534635879218	52.6465364120782
"S02002388"	269919.583333333	654034.208333333	1048.23	3.375	"S08000032"	6.0225332226706	1542	2993	1329	449	48.5506098526849	51.4493901473151
"S02002389"	269421.034482759	654653.103448276	84.387	4.83333333333333	"S08000032"	47.1873629824499	536	1482	1365	599	48.869914615771	51.130085384229
"S02002390"	269322.046511628	655338.418604651	75.652	1.2	"S08000032"	54.5656426796383	752	1690	1069	617	48.2558139534884	51.7441860465116
"S02002391"	268556.173913044	656640.766304348	218.301	1.57142857142857	"S08000032"	18.094282664761	591	1454	1173	732	46.5063291139241	53.493670886076
"S02002392"	268490.107142857	657543.271428572	90.213	1.66666666666667	"S08000032"	48.2192145256227	705	1660	1202	783	47.3563218390805	52.6436781609195
"S02002393"	268223.623188406	658611.797101449	78.75	3	"S08000032"	42.9968253968254	601	1206	1129	450	48.907265209687	51.0927347903131
